Chamber,DistrictNumber,DistrictLabel,CandName,CandidateStatus,Party,CommitteeName,AcceptedVSL,ListingStatus,BegFundsOnHand,MonetaryContributions,MonetaryExpenditures,LoansReceived,LoanPayments,EndFundsOnHand,NonMonetaryContributions,NonMonetaryExpenditures
House,3,House District 03,"OZOLS, GENA LARA",Active,Democratic,GENA OZOLS FOR HD3,No,Active,0.0000,50645.3700,9948.3600,0.0000,0.0000,40697.0100,953.2500,0.0000
House,3,House District 03,"WILLIAMS, DAVON",Active,Unaffiliated,COMMITTEE TO ELECT DAVON WILLIAMS,Yes,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,4,House District 04,"ESPENOZA, CECELIA M",Active,Democratic,CECELIA4COLORADO,No,Active,27857.0300,48432.0300,40123.6500,-2500.0000,5000.0000,28665.4100,0.0000,0.0000
House,4,House District 04,"MANGERIS, DOUGLAS",Terminated,Libertarian,None,Yes,Terminated,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,5,House District 05,"CLAYTON, THADDEUS D",Terminated,Democratic,None,No,Terminated,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,5,House District 05,"JOHNSON, JOHNNIE WESLEY",Active,Republican,JOHNNIEJ4HD5,Yes,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,5,House District 05,"JONES, TREVOR",Active,Democratic,COMMITTEE TO ELECT TREVOR JONES,Yes,Active,0.0000,1592.4200,749.4200,0.0000,0.0000,843.0000,0.0000,0.0000
House,5,House District 05,"KINGSTON, RAYNA",Terminated,Democratic,RAYNA FOR DENVER,No,Terminated,0.0000,12942.1100,12942.1100,0.0000,0.0000,0.0000,800.0000,0.0000
House,5,House District 05,"SANDOVAL, JUSTINE LAUREN",Active,Democratic,JUSTINE SANDOVAL FOR HOUSE DISTRICT 5,No,Active,0.0000,14050.9300,1723.0400,0.0000,0.0000,12327.8900,0.0000,0.0000
House,5,House District 05,"SIMMS, STERLING THOMAS",Active,Democratic,SIMMS FOR COLORADO,Yes,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,5,House District 05,"TWEED, MICHELLE LYNN",Terminated,Democratic,None,Yes,Terminated,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,6,House District 06,"CAMACHO, SEAN",Active,Democratic,CAMACHO FOR COLORADO,No,Active,21994.0500,45616.0500,34255.4600,0.0000,0.0000,33354.6400,729.3500,0.0000
House,6,House District 06,"HALPERN, IRIS",Active,Democratic,IRIS4COLORADO,No,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,7,House District 07,"BACON, JENNIFER",Active,Democratic,BACON FOR COLORADO,No,Active,15936.6700,1910.0000,17231.1000,0.0000,0.0000,40.3400,0.0000,0.0000
House,7,House District 07,"SALIH, RAED",Terminated,Democratic,RAED SALIH FOR HOUSE DISTRICT 7,No,Terminated,0.0000,1145.0600,1145.0600,0.0000,0.0000,0.0000,10.1600,0.0000
House,8,House District 08,"GILCHRIST, LINDSAY ANNE",Active,Democratic,GILCHRIST FOR COLORADO,No,Active,50174.3300,21325.0000,24270.9800,0.0000,0.0000,47228.3500,0.0000,249.8000
House,9,House District 09,"CURRY, MATTHEW M",Terminated,Democratic,CURRY FOR COLORADO,Yes,Terminated,0.0000,0.0000,900.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,9,House District 09,"VALERIANO III, SAMUEL PATRICK",Active,Democratic,SAM VALERIANO FOR STATE REPRESENTATIVE,No,Active,0.0000,1620.0000,408.0000,0.0000,0.0000,1212.0000,0.0000,0.0000
House,9,House District 09,"VANBUSKIRK, MONICA",Active,Democratic,MONICA FOR COLORADO,Yes,Active,0.0000,35910.0000,4923.1600,0.0000,0.0000,30986.8400,813.1900,0.0000
House,9,House District 09,"WALIA, NEAL",Active,Democratic,NEAL FOR COLORADO,No,Active,0.0000,32870.0000,2895.9200,0.0000,0.0000,29974.0800,1800.0000,0.0000
House,10,House District 10,"JOSEPH, JUNIE",Active,Democratic,FRIENDS OF JUNIE JOSEPH,No,Active,10577.5300,22447.6300,32403.4400,0.0000,0.0000,3436.7500,263.5600,0.0000
House,10,House District 10,"OTTOSON, JOSEPH ALLAN",Terminated,Democratic,None,Yes,Terminated,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,11,House District 11,"BROWN, BRIAN C",Active,Democratic,BRIAN C BROWN FOR HD11,Yes,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,11,House District 11,"MCCORMICK, KAREN ANN",Active,Democratic,KAREN FOR CO,No,Active,14304.2900,47794.2100,30423.5700,0.0000,0.0000,31674.9300,0.0000,0.0000
House,12,House District 12,"BROWN, KYLE MICHAEL",Active,Democratic,KYLE FOR COLORADO,No,Active,41420.5200,1996.0000,8607.4600,0.0000,0.0000,34809.0600,0.0000,0.0000
House,13,House District 13,"FLOYD, CHRIS",Active,Democratic,CHRIS FLOYD FOR COLORADO,No,Active,0.0000,30038.0000,6379.1100,0.0000,0.0000,17278.7900,715.0000,0.0000
House,13,House District 13,"MARTINEZ, MIGUEL M",Active,Republican,VOTE MIGUEL MARTINEZ HD-13,Yes,Active,0.0000,220.0000,2540.0000,0.0000,0.0000,-2320.0000,0.0000,0.0000
House,13,House District 13,"REDHORSE, CONSUELO",Active,Democratic,COMMITTEE TO ELECT CONSUELO REDHORSE,No,Active,0.0000,7600.0000,1114.8600,373.0000,0.0000,6858.1400,1757.2400,252.6400
House,14,HOUSE DISTRICT 14,"EMERY, SARAH",Active,Democratic,COMMITTEE TO ELECT SARAH EMERY,Yes,Active,0.0000,0.0000,553.4000,0.0000,0.0000,0.0000,0.0000,0.0000
House,14,HOUSE DISTRICT 14,"FLANELL, AVA",Active,Republican,AVA FOR COLORADO,No,Active,0.0000,13493.3300,2339.7500,0.0000,0.0000,11153.5800,139.4500,0.0000
House,14,HOUSE DISTRICT 14,"PUGLIESE, ROSE",Terminated,Republican,ROSE FOR COLORADO,No,Terminated,35864.1700,3705.0000,39569.1700,0.0000,0.0000,0.0000,0.0000,0.0000
House,14,HOUSE DISTRICT 14,"VANDERHULE, TROY",Active,Republican,VANDERHULE FOR HD14,Yes,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,15,House District 15,"BUGGS II, RONNIE R",Active,Republican,None,Yes,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,15,House District 15,"LIVINGSTON, JEFF",Active,Democratic,COMMITTEE TO ELECT JEFF LIVINGSTON,No,Active,4479.8000,0.0000,0.0000,0.0000,0.0000,4479.8000,0.0000,0.0000
House,15,House District 15,"TIEGEN, PRICELLA",Active,Republican,PRICELLA TIEGEN HD15,Yes,Active,0.0000,1072.9100,0.0000,0.0000,0.0000,1072.9100,0.0000,0.0000
House,16,House District 16,"HAFFLEY, JILL",Active,Republican,ELECT JILL HAFFLEY,No,Active,0.0000,450.0000,557.0000,1329.6200,0.0000,1222.6200,0.0000,0.0000
House,16,House District 16,"KOCH, JAMIE",Active,Republican,THE COMMITTEE TO ELECT JAMIE KOCH FOR HOUSE DISTRICT 16,No,Active,0.0000,25.0000,0.0000,0.0000,0.0000,25.0000,0.0000,0.0000
House,16,House District 16,"VIGIL, STEPHANIE J",Active,Democratic,COMMITTEE TO ELECT STEPHANIE VIGIL,No,Active,17980.6700,21128.1600,14374.3000,0.0000,0.0000,24734.5300,50.0000,0.0000
House,17,House District 17,"BLAIS, ISAIAH THOMAS",Terminated,Republican,BLAIS FOR COLORADO,No,Terminated,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,17,House District 17,"ENGLISH, REGINA",Active,Democratic,COMMITTEE TO ELECT REGINA ENGLISH FOR COLORADO HOUSE,No,Active,5698.3900,10751.0000,8923.5200,0.0000,0.0000,10780.2100,0.0000,0.0000
House,17,House District 17,"JOHNSON, CHAUNCY",Active,Democratic,CHAUNCY JOHNSON FOR HD-17,No,Active,0.0000,9180.0000,3016.3400,0.0000,0.0000,6163.6600,0.0000,0.0000
House,17,House District 17,"MARTIN, LAURA SUSANNE",Active,Republican,None,Yes,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,18,House District 18,"BOELENS JR., JAMES RICHARD",Active,Republican,JAMES FOR HD18,No,Active,502.1600,-239.0000,263.1600,0.0000,0.0000,0.0000,0.0000,0.0000
House,18,House District 18,"CUVA, ADRIANA",Active,Republican,CUVA FOR COLORADO,No,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,18,House District 18,"PASCHAL, AMY THERESE",Active,Democratic,COMMITTEE TO ELECT AMY PASCHAL,No,Active,5332.5800,11872.1500,2497.9800,0.0000,0.0000,14706.7500,151.6500,151.6500
House,19,House District 19,"JONJAK PLAHN, COLTON",Active,Democratic,COLTON FOR HD19,No,Active,0.0000,9655.0000,1483.2600,8000.0000,0.0000,16171.7400,70.1000,70.1000
House,19,House District 19,"MCMILLAN, JILLAIRE",Active,Democratic,JILLAIRE FOR HD19,No,Active,10197.8300,38030.2800,6688.7100,12157.1400,10157.1400,43539.4000,0.0000,0.0000
House,19,House District 19,"PESARAMELLI, ANIL K",Active,Democratic,ANIL FOR HD19,No,Active,0.0000,40512.0000,6016.3800,20000.0000,0.0000,54495.6200,0.0000,0.0000
House,19,House District 19,"WOOG, DAN",Active,Republican,WOOG FOR HOUSE DISTRICT 19,No,Active,2235.9600,39760.0000,6495.2800,0.0000,0.0000,35500.6800,0.0000,0.0000
House,20,House District 20,"CALDWELL, TIMOTHY JARVIS",Active,Republican,ELECT JARVIS CALDWELL,No,Active,2132.6200,15703.0000,3197.5400,0.0000,0.0000,14638.0800,0.0000,0.0000
House,21,House District 21,"AFRICA, ALEXANDER",Active,Republican,ALEXANDER AFRICA FOR HD21,Yes,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,21,House District 21,"BRADFIELD, MARY",Active,Republican,COMMITTEE TO ELECT MARY BRADFIELD,No,Active,10761.5400,10761.5400,10741.5400,0.0000,0.0000,10781.5400,0.0000,0.0000
House,21,House District 21,"TWEED, MICHELLE LYNN",Active,Democratic,MICHELLE TWEED FOR COLORADO,No,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,22,House District 22,"DEGRAAF, KENNETH GLEN",Active,Republican,DEGRAAF4COLORADO,No,Active,8062.2300,1480.0000,8196.2600,2500.0000,0.0000,3845.9700,0.0000,0.0000
House,22,House District 22,"PIERSON, MICHAEL",Active,Democratic,PIERSON FOR COLORADO,No,Active,0.0000,2490.0000,2139.7700,2000.0000,0.0000,2350.2300,0.0000,0.0000
House,23,House District 23,"BECK, VALERIE M",Terminated,Democratic,VAL WITH COLORADO,No,Terminated,0.0000,44759.0000,29290.8900,0.0000,0.0000,15468.1100,150.0000,0.0000
House,23,House District 23,"HOFFKLING, ALEXIS",Active,Democratic,ALEXIS FOR COLORADO,No,Active,0.0000,76551.4100,11969.1500,0.0000,0.0000,64582.2600,3756.0700,0.0000
House,23,House District 23,"JACKSON, MAVERIQ B",Active,Democratic,MAVERIQ B JACKSON FOR COLORADO,Yes,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,23,House District 23,"MEDINA, JEREMIAH",Active,Democratic,JEREMIAH MEDINA FOR COLORADO,Yes,Active,100.0000,0.0000,85.0000,0.0000,0.0000,1558.0000,0.0000,0.0000
House,24,House District 24,"FERET, LISA",Active,Democratic,LISA FOR COLORADO,No,Active,47133.5100,6730.0000,14906.7300,0.0000,0.0000,38956.7800,0.0000,0.0000
House,25,House District 25,"BROWN, KEVIN",Active,Democratic,KEVIN BROWN FOR HOUSE DISTRICT 25,No,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,25,House District 25,"HERZFELD, MARK",Active,Republican,HERZFELD FOR COLORADO,No,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,25,House District 25,"STORY, TAMMY",Active,Democratic,STORY FOR COLORADO HOUSE,No,Active,16141.8400,2434.6200,6499.0800,0.0000,0.0000,12212.4500,900.0000,0.0000
House,26,House District 26,"DAVISON, SCOTT",Active,Republican,DAVISON FOR HD26,Yes,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,26,House District 26,"LUKENS, MEGHAN LEIGH",Active,Democratic,MEGHAN LUKENS FOR COLORADO,No,Active,6926.1000,32012.1500,11656.3700,0.0000,0.0000,27281.8800,100.0000,0.0000
House,27,House District 27,"SULLIVAN, CAITLYN",Active,Democratic,CAITLYNFORCOLORADO,No,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,27,House District 27,"VARDA, DANIELLE",Active,Democratic,VARDA FOR COLORADO,No,Active,0.0000,43812.0300,5175.3100,500.0000,0.0000,39136.7200,370.0000,0.0000
House,28,House District 28,"REIN JR., DAVID L.",Active,Democratic,REIN FOR COLORADO,No,Active,0.0000,30103.1200,2059.4300,2500.0000,0.0000,30543.6900,0.0000,0.0000
House,29,House District 29,"GOLDSTEIN, LORI BETH",Active,Democratic,LORI FOR COLORADO,No,Active,0.0000,51976.4500,5325.7400,0.0000,0.0000,46650.7100,0.0000,0.0000
House,30,House District 30,"STEWART, REBEKAH",Active,Democratic,REBEKAH STEWART FOR COLORADO,No,Active,31851.5500,28948.0000,15851.2300,0.0000,0.0000,44948.3200,0.0000,0.0000
House,31,House District 31,"CERVANTES, GABRIEL",Active,Democratic,GABRIEL FOR COLORADO,No,Active,0.0000,25712.5000,17080.4400,0.0000,0.0000,8632.0600,0.0000,0.0000
House,31,House District 31,"PHILLIPS, JACQUELINE",Active,Democratic,FRIENDS OF JACQUE PHILLIPS,No,Active,15561.8500,80632.0000,18152.0400,0.0000,0.0000,78041.8100,0.0000,0.0000
House,32,House District 32,"ALFRED JR., FREDERICK",Terminated,Republican,FRED FOR HD 32,No,Terminated,0.0000,4606.7000,4606.7000,0.0000,0.0000,0.0000,0.0000,0.0000
House,32,House District 32,"JONES, CHRISTOPHER P",Active,Republican,None,No,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,32,House District 32,"MOLINA-AGUAYO, LUZ ELENA",Active,Democratic,None,Yes,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,32,House District 32,"SCANLON, MICHAEL",Active,Democratic,SCANLON FOR COLORADO,Yes,Active,0.0000,1110.0000,7082.6000,6600.0000,0.0000,627.4000,0.0000,0.0000
House,32,House District 32,"SOTO, LILIANA",Active,Democratic,LILIANA WITH COLORADO,Yes,Active,0.0000,2035.0000,0.0000,0.0000,0.0000,2035.0000,1180.0000,0.0000
House,32,House District 32,"VANDIJK, CHRISTOPHER",Active,Democratic,CHRIS FOR COLORADO,No,Active,0.0000,38836.0000,9528.9700,0.0000,0.0000,29307.0300,0.0000,0.0000
House,33,House District 33,"DELGADILLO, PALOMA",Active,Democratic,PALOMA FOR COLORADO,No,Active,0.0000,10023.8200,1628.8500,0.0000,0.0000,8394.9700,0.0000,0.0000
House,33,House District 33,"HENKEL, HEIDI",Active,Democratic,HEIDI HENKEL FOR COLORADO,No,Active,0.0000,31084.1900,6211.7000,0.0000,0.0000,25179.5100,717.4900,0.0000
House,33,House District 33,"MARSH-HOLSCHEN, JAMES",Active,Democratic,JAMES FOR HD33,No,Active,0.0000,17868.6900,4059.4800,0.0000,0.0000,13809.2100,0.0000,0.0000
House,33,House District 33,"NGUYEN, KENNY VAN",Active,Democratic,NGUYEN FOR COLORADO,No,Active,0.0000,10321.0000,1531.7700,0.0000,0.0000,8958.6200,0.0000,0.0000
House,34,House District 34,"SULLIVAN, CRAIG",Active,Republican,COMMITTEE TO ELECT CRAIG SULLIVAN,No,Active,69.3000,0.0000,0.0000,0.0000,0.0000,69.3000,0.0000,0.0000
House,34,House District 34,"WILLFORD, JENNY",Active,Democratic,JENNY WILLFORD FOR COLORADO,No,Active,4672.3500,528.0000,816.2300,0.0000,0.0000,4384.1200,454.2900,0.0000
House,35,House District 35,"ANTILLON, EDGAR",Terminated,Democratic,CITIZENS FOR ANTILLON,No,Terminated,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,35,House District 35,"GARCIA, LORENA",Active,Democratic,LORENA FOR COLORADO,No,Active,3397.7100,4714.5800,4778.7900,0.0000,0.0000,3333.5000,0.0000,0.0000
House,35,House District 35,"RYCKMAN, ALEX",Terminated,Democratic,None,Yes,Terminated,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,36,House District 36,"ABBLETT, JOSHUA JAMES",Active,Green Party,COMMITTEE TO ELECT JOSHUA JAMES ABBLETT AND RESTORE CONSTITUTIONAL ORDER,Yes,Active,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
House,36,House District 36,"CARTER, MICHAEL J",Active,Democratic,TO ELECT MICHAEL CARTER TO COLORADO STATE HOUSE DISTRICT 36,No,Active,23038.0500,42456.0000,19658.6400,0.0000,0.0000,48097.9800,0.0000,0.0000
House,36,House District 36,"MULDER, ERIC",Terminated,Libertarian,VOTE ERIC MULDER,No,Terminated,343.5600,596.5500,940.1100,0.0000,0.0000,0.0000,0.0000,0.0000
